 Init_Win_bytes_forward, Fwd IAT Total, Fwd IAT Max, Destination Port, Fwd IAT Mean, Fwd Header Length, Flow IAT Max, Flow Duration, Fwd Packets/s, Total Length of Fwd Packets, Subflow Fwd Bytes, Fwd Packet Length Mean, Avg Fwd Segment Size, Fwd Packet Length Max, Flow IAT Mean, Flow Packets/s, Max Packet Length, Packet Length Mean, Fwd IAT Min, Bwd Packet Length Mean, Average Packet Size, Avg Bwd Segment Size, Bwd Packet Length Max, Total Length of Bwd Packets, Subflow Bwd Bytes, Packet Length Variance, Packet Length Std, Flow IAT Min, min_seg_size_forward, Fwd Packet Length Std, Label
8192,526,474,8080,263.0,72,10079,10904,275.1283933,326,326,108.6666667,108.6666667,326,1817.333333,641.9662509,326,56.875,52,32.25,65.0,32.25,112,129,129,13318.69643,115.4066568,21,20,188.2161878,Bot
2053,384,384,80,384.0,40,384,384,5208.3333333333,0,0,0.0,0.0,0,384.0,5208.3333333333,0,0.0,384,0.0,0.0,0.0,0,0,0,0.0,0.0,384,20,0.0,Brute Force -XSS
32738,2533,2533,80,2533.0,40,2533,2533,789.577576,0,0,0.0,0.0,0,2533.0,789.577576,0,0.0,2533,0.0,0.0,0.0,0,0,0,0.0,0.0,2533,20,0.0,DDOS attack-HOIC
256,115000000,44300000,443,14400000.0,180,44200000,115253007,0.078089069,899,899,99.88888889,99.88888889,288,7203312.938,0.147501575,325,127.1111111,165497,137.625,134.5882353,137.625,325,1101,1101,21353.86928,146.1296318,0,20,141.5348406,Infilteration
26883,0,0,21,0.0,40,2,2,500000.0,0,0,0.0,0.0,0,2.0,1000000.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,2,40,0.0,FTP-BruteForce
26883,855248,853019,80,285082.666666667,136,5005191,5860439,0.6825427242,504,504,126.0,126.0,504,837205.571428571,1.3650854484,972,164.0,320,243.0,184.5,243.0,972,972,972,119592.0,345.8207628237,3,32,252.0,DoS attacks-GoldenEye
2052,473,473,8080,473.0,40,473,473,4228.32981,0,0,0.0,0.0,0,473.0,4228.32981,0,0.0,473,0.0,0.0,0.0,0,0,0,0.0,0.0,473,20,0.0,Bot
225,11319,11319,80,11319.0,64,11319,11319,176.6940542,0,0,0.0,0.0,0,11319.0,176.6940542,0,0.0,11319,0.0,0.0,0.0,0,0,0,0.0,0.0,11319,32,0.0,DoS attacks-Hulk
-1,120000000,636871,80,1040.691697,921440,636871,119865829,960.9077162,3685760,3685760,32.0,32.0,32,1040.691697,960.9077162,32,32.0,0,0.0,32.00027783,0.0,0,0,0,0.0,0.0,0,8,0.0,DDOS attack-LOIC-UDP
26883,108381933,53247407,80,7741566.64285714,496,53247407,108381945,0.1383994354,2530,2530,168.6666666667,168.6666666667,230,6375408.52941176,0.1660793225,230,133.1578947368,391,0.0,140.5555555556,0.0,0,0,0,13611.6959064327,116.6691729054,12,32,105.2796728899,DoS attacks-Slowloris
2049,8181401,8181401,80,8181401.0,40,8181401,8181401,0.244456909,0,0,0.0,0.0,0,8181401.0,0.244456909,0,0.0,8181401,0.0,0.0,0.0,0,0,0,0.0,0.0,8181401,20,0.0,DDoS attacks-LOIC-HTTP
255,119,119,443,119.0,40,119,119,16806.72269,0,0,0.0,0.0,0,119.0,16806.72269,0,0.0,119,0.0,0.0,0.0,0,0,0,0.0,0.0,119,20,0.0,Infilteration
226,1978371,1978371,80,1978371.0,64,1978371,1978371,1.010932732,0,0,0.0,0.0,0,1978371.0,1.010932732,0,0.0,1978371,0.0,0.0,0.0,0,0,0,0.0,0.0,1978371,32,0.0,DoS attacks-GoldenEye
-1,120000000,744275,80,1084.727759,883344,744275,119772385,921.8986497,3533376,3533376,32.0,32.0,32,1084.727759,921.8986497,32,32.0,0,0.0,32.00028981,0.0,0,0,0,0.0,0.0,0,8,0.0,DDOS attack-LOIC-UDP
26883,390229,96186,22,18582.3333333333,712,96186,390401,56.3523146713,1928,1928,87.6363636364,87.6363636364,640,9521.9756097561,107.5816916453,976,106.8139534884,216,133.25,109.3571428571,133.25,976,2665,2665,42967.9169435216,207.2870399796,5,32,137.7805520365,SSH-Bruteforce
8192,644,578,8080,322.0,72,10243,11475,261.4379085,326,326,108.6666667,108.6666667,326,1912.5,610.0217865,326,56.875,66,32.25,65.0,32.25,112,129,129,13318.69643,115.4066568,17,20,188.2161878,Bot
2052,642,642,8080,642.0,40,642,642,3115.264798,0,0,0.0,0.0,0,642.0,3115.264798,0,0.0,642,0.0,0.0,0.0,0,0,0,0.0,0.0,642,20,0.0,Bot
226,34297899,34297899,80,34297899.0,64,34297899,34297899,0.0583126098,0,0,0.0,0.0,0,34297899.0,0.0583126098,0,0.0,34297899,0.0,0.0,0.0,0,0,0,0.0,0.0,34297899,32,0.0,DoS attacks-GoldenEye
65535,3407,3087,80,1703.5,72,12589,16037,187.0674066,268,268,89.33333333,89.33333333,268,2672.833333,436.4906155,935,150.375,320,233.75,171.8571429,233.75,935,935,935,109306.8393,330.6158485,6,20,154.7298721,DDOS attack-HOIC
225,2637,2637,80,2637.0,64,2637,2637,758.4376185,0,0,0.0,0.0,0,2637.0,758.4376185,0,0.0,2637,0.0,0.0,0.0,0,0,0,0.0,0.0,2637,32,0.0,DoS attacks-Hulk
256,647,647,8080,647.0,40,647,647,3091.190108,0,0,0.0,0.0,0,647.0,3091.190108,0,0.0,647,0.0,0.0,0.0,0,0,0,0.0,0.0,647,20,0.0,Bot
26883,423060,118844,22,20145.7142857143,712,91799,423104,51.996672213,1912,1912,86.9090909091,86.9090909091,640,9839.6279069767,103.993344426,976,101.7111111111,307,121.1363636364,104.0227272727,121.1363636364,976,2665,2665,41508.8464646465,203.7371995112,3,32,137.6880217811,SSH-Bruteforce
256,53567684,53404404,443,13391921.0,100,53404404,53567684,0.0933398577,123,123,24.6,24.6,46,10713536.8,0.1120078292,46,30.7142857143,35,46.0,35.8333333333,46.0,46,46,46,470.2380952381,21.6849739506,35,20,23.2765976895,Benign
32738,6570,6570,80,6570.0,40,6570,6570,304.414003,0,0,0.0,0.0,0,6570.0,304.414003,0,0.0,6570,0.0,0.0,0.0,0,0,0,0.0,0.0,6570,20,0.0,DDOS attack-HOIC
26883,0,0,21,0.0,40,30,30,33333.3333333333,0,0,0.0,0.0,0,30.0,66666.6666666667,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,30,40,0.0,FTP-BruteForce
225,4251,4251,80,4251.0,64,4251,4251,470.4775347,0,0,0.0,0.0,0,4251.0,470.4775347,0,0.0,4251,0.0,0.0,0.0,0,0,0,0.0,0.0,4251,32,0.0,DoS attacks-Hulk
225,1057,1057,80,1057.0,64,1057,1057,1892.147588,0,0,0.0,0.0,0,1057.0,1892.147588,0,0.0,1057,0.0,0.0,0.0,0,0,0,0.0,0.0,1057,32,0.0,DoS attacks-Hulk
-1,120000000,671942,80,868.0443282,1105400,671942,119941157,1152.023238,4421600,4421600,32.0,32.0,32,868.0443282,1152.023238,32,32.0,0,0.0,32.00023159,0.0,0,0,0,0.0,0.0,0,8,0.0,DDOS attack-LOIC-UDP
8192,10298772,10000014,80,2059754.4,132,10000014,15331692,0.3913462389,1145,1145,190.8333333333,190.8333333333,572,1393790.18181818,0.7826924778,572,138.3846153846,5019,109.0,149.9166666667,109.0,327,654,654,51606.0897435897,227.1697377372,75,20,295.2506844474,Benign
63717,0,0,443,0.0,20,12,12,83333.33333333333,0,0,0.0,0.0,0,12.0,166666.66666666666,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,12,20,0.0,Benign
8192,444,347,8080,222.0,72,9079,9819,305.5300947,326,326,108.6666667,108.6666667,326,1636.5,712.9035543,326,56.875,97,32.25,65.0,32.25,112,129,129,13318.69643,115.4066568,25,20,188.2161878,Bot
1024,0,0,32783,0.0,24,2,2,500000.0,0,0,0.0,0.0,0,2.0,1000000.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,2,24,0.0,Infilteration
-1,120000000,707587,80,873.360764,1097856,707587,119852171,1145.010548,4391424,4391424,32.0,32.0,32,873.360764,1145.010548,32,32.0,0,0.0,32.00023318,0.0,0,0,0,0.0,0.0,0,8,0.0,DDOS attack-LOIC-UDP
26883,373786,74413,22,16251.5652173913,776,74413,373828,64.2006484265,1944,1944,81.0,81.0,640,8693.6744186047,117.701188782,976,102.4222222222,213,133.25,104.75,133.25,976,2665,2665,41511.6585858586,203.7441007388,5,32,134.0797945417,SSH-Bruteforce
-1,89479699,41990329,500,17895939.8,48,41990329,89479699,0.0670543159,3000,3000,500.0,500.0,500,17895939.8,0.0670543159,500,500.0,4000325,0.0,583.3333333333,0.0,0,0,0,0.0,0.0,4000325,8,0.0,Brute Force -Web
26883,0,0,21,0.0,40,24,24,41666.66667,0,0,0.0,0.0,0,24.0,83333.33333,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,24,40,0.0,DoS attacks-SlowHTTPTest
211,0,0,80,0.0,32,231,245,4081.6326530612,238,238,238.0,238.0,238,122.5,12244.8979591837,516,248.0,0,258.0,330.6666666667,258.0,516,516,516,44509.3333333333,210.9723520591,14,32,0.0,DoS attacks-Slowloris
211,100006619,100006619,80,100006619.0,64,100006617,100006622,0.0199986757,16,16,8.0,8.0,8,33335540.6666667,0.0399973514,8,4.8,100006619,0.0,6.0,0.0,0,0,0,19.2,4.38178046,2,32,0.0,DoS attacks-Slowloris
26883,422070,102470,22,20098.5714285714,712,102470,422205,52.1073885909,1912,1912,86.9090909091,86.9090909091,640,9818.7209302326,104.2147771817,976,101.7111111111,275,121.1363636364,104.0227272727,121.1363636364,976,2665,2665,41508.8464646465,203.7371995112,4,32,137.6880217811,SSH-Bruteforce
26883,3047892,2016053,80,1523946.0,120,2016053,3047892,0.9842868448,0,0,0.0,0.0,0,1523946.0,0.9842868448,0,0.0,1031839,0.0,0.0,0.0,0,0,0,0.0,0.0,1031839,40,0.0,DoS attacks-Slowloris
26883,16263,13606,80,5421.0,136,5003966,5020229,0.796776402,265,265,66.25,66.25,265,717175.571428572,1.5935528041,662,103.0,539,165.5,115.875,165.5,662,662,662,51623.5,227.2080544347,2,32,132.5,DoS attacks-GoldenEye
8192,1667425,1119105,3389,238203.5714,172,953266,1667425,4.797816993,1128,1128,141.0,141.0,661,119101.7857,8.995906862,1173,169.3125,4,225.8571429,180.6,225.8571429,1173,1581,1581,100953.1625,317.731274,4,20,222.6233206,Infilteration
8192,342952,104681,443,38105.7777777778,212,11015527,11358480,0.8803994901,852,852,85.2,85.2,296,436864.615384615,2.3770786232,1460,435.7142857143,38,667.5294117647,451.8518518519,667.5294117647,1460,11348,11348,348249.470899471,590.126656659,0,20,110.5036952625,Benign
2052,651,651,8080,651.0,40,651,651,3072.196621,0,0,0.0,0.0,0,651.0,3072.196621,0,0.0,651,0.0,0.0,0.0,0,0,0,0.0,0.0,651,20,0.0,Bot
26883,337132,104889,22,16053.9047619048,712,104889,337613,65.1633675244,1912,1912,86.9090909091,86.9090909091,640,7851.4651162791,130.3267350487,976,101.7111111111,135,121.1363636364,104.0227272727,121.1363636364,976,2665,2665,41508.8464646465,203.7371995112,4,32,137.6880217811,SSH-Bruteforce
2052,477,477,8080,477.0,40,477,477,4192.872117,0,0,0.0,0.0,0,477.0,4192.872117,0,0.0,477,0.0,0.0,0.0,0,0,0,0.0,0.0,477,20,0.0,Bot
1024,0,0,4045,0.0,24,231,231,4329.004329,0,0,0.0,0.0,0,231.0,8658.008658,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,231,24,0.0,Infilteration
32738,3291,3291,80,3291.0,40,3291,3291,607.7180188,0,0,0.0,0.0,0,3291.0,607.7180188,0,0.0,3291,0.0,0.0,0.0,0,0,0,0.0,0.0,3291,20,0.0,DDOS attack-HOIC
2052,556,556,8080,556.0,40,556,556,3597.122302,0,0,0.0,0.0,0,556.0,3597.122302,0,0.0,556,0.0,0.0,0.0,0,0,0,0.0,0.0,556,20,0.0,Bot
26883,0,0,21,0.0,40,24,24,41666.6666666667,0,0,0.0,0.0,0,24.0,83333.3333333333,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,24,40,0.0,FTP-BruteForce
32738,7344,7344,80,7344.0,40,7344,7344,272.3311547,0,0,0.0,0.0,0,7344.0,272.3311547,0,0.0,7344,0.0,0.0,0.0,0,0,0,0.0,0.0,7344,20,0.0,DDOS attack-HOIC
-1,120000000,1164176,80,1000.453249,957328,1164176,119719238,999.5553096,3829312,3829312,32.0,32.0,32,1000.453249,999.5553096,32,32.0,0,0.0,32.00026741,0.0,0,0,0,0.0,0.0,0,8,0.0,DDOS attack-LOIC-UDP
256,371,371,80,371.0,40,371,371,5390.8355795148,0,0,0.0,0.0,0,371.0,5390.8355795148,0,0.0,371,0.0,0.0,0.0,0,0,0,0.0,0.0,371,20,0.0,Benign
26883,0,0,21,0.0,40,21,21,47619.0476190476,0,0,0.0,0.0,0,21.0,95238.0952380952,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,21,40,0.0,FTP-BruteForce
65535,9938,9542,80,4969.0,72,9542,15625,192.0,333,333,111.0,111.0,333,2604.166667,448.0,935,158.5,396,233.75,181.1428571,233.75,935,935,935,112019.4286,334.6930363,3,20,192.2576396,DDOS attack-HOIC
225,13117,13117,80,13117.0,64,13117,13117,152.4738888,0,0,0.0,0.0,0,13117.0,152.4738888,0,0.0,13117,0.0,0.0,0.0,0,0,0,0.0,0.0,13117,32,0.0,DoS attacks-Hulk
8192,323,321,80,161.5,72,1765629,1766007,1.698747513,20,20,6.666666667,6.666666667,20,294334.5,3.963744198,964,123.0,2,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,2,20,11.54700538,DDoS attacks-LOIC-HTTP
-1,120000000,601558,80,981.5777546,975024,601558,119631752,1018.776353,3900096,3900096,32.0,32.0,32,981.5777546,1018.776353,32,32.0,0,0.0,32.00026256,0.0,0,0,0,0.0,0.0,0,8,0.0,DDOS attack-LOIC-UDP
26883,0,0,21,0.0,40,2,2,500000.0,0,0,0.0,0.0,0,2.0,1000000.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,2,40,0.0,FTP-BruteForce
114,0,0,53940,0.0,20,17,17,58823.52941,0,0,0.0,0.0,0,17.0,117647.0588,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,17,20,0.0,Infilteration
211,103076064,103076064,80,103076064.0,64,103076062,103076066,0.0194031464,16,16,8.0,8.0,8,34358688.6666667,0.0388062928,8,4.8,103076064,0.0,6.0,0.0,0,0,0,19.2,4.38178046,2,32,0.0,DoS attacks-Slowloris
26883,362112,80204,22,17243.4285714286,712,80204,362172,60.744618579,1928,1928,87.6363636364,87.6363636364,640,8422.6046511628,121.489237158,976,102.0666666667,193,121.1363636364,104.3863636364,121.1363636364,976,2665,2665,41510.3818181818,203.7409674518,3,32,137.7805520365,SSH-Bruteforce
26883,0,0,21,0.0,40,14,14,71428.5714285714,0,0,0.0,0.0,0,14.0,142857.142857143,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,14,40,0.0,FTP-BruteForce
26883,6926347,6923241,80,2308782.33333333,136,6922934,11926282,0.3353937128,400,400,100.0,100.0,400,1703754.57142857,0.6707874256,972,152.4444444444,305,243.0,171.5,243.0,972,972,972,111953.777777778,334.5949458342,5,32,200.0,DoS attacks-GoldenEye
26883,107557716,53246782,80,7682694.0,496,53246782,107557718,0.139460006,2530,2530,168.6666666667,168.6666666667,230,6326924.58823529,0.1673520072,230,133.1578947368,458,0.0,140.5555555556,0.0,0,0,0,13611.6959064327,116.6691729054,2,32,105.2796728899,DoS attacks-Slowloris
119,1,1,50231,1.0,40,1,1,2000000.0,0,0,0.0,0.0,0,1.0,2000000.0,0,0.0,1,0.0,0.0,0.0,0,0,0,0.0,0.0,1,20,0.0,Benign
26883,0,0,21,0.0,40,2,2,500000.0,0,0,0.0,0.0,0,2.0,1000000.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,2,40,0.0,FTP-BruteForce
8192,484,433,8080,242.0,72,8950,9730,308.3247688,326,326,108.6666667,108.6666667,326,1621.666667,719.4244604,326,56.875,51,32.25,65.0,32.25,112,129,129,13318.69643,115.4066568,1,20,188.2161878,Bot
211,103076002,103076002,80,103076002.0,64,103075999,103076004,0.0194031581,16,16,8.0,8.0,8,34358668.0,0.0388063162,8,4.8,103076002,0.0,6.0,0.0,0,0,0,19.2,4.38178046,2,32,0.0,DoS attacks-Slowloris
219,4166147,4099095,50528,1041536.75,168,4099089,4166147,1.200149683,935,935,187.0,187.0,935,595163.8571,1.920239492,935,139.6666667,25,107.3333333,157.125,107.3333333,322,322,322,100293.5,316.6914903,6,32,418.1447118,Benign
-1,89479536,41990323,500,17895907.2,48,41990323,89479536,0.067054438,3000,3000,500.0,500.0,500,17895907.2,0.067054438,500,500.0,4000265,0.0,583.3333333333,0.0,0,0,0,0.0,0.0,4000265,8,0.0,Brute Force -Web
2049,40100000,40100000,80,40100000.0,40,40100000,40141427,0.049823839,0,0,0.0,0.0,0,40100000.0,0.049823839,0,0.0,40100000,0.0,0.0,0.0,0,0,0,0.0,0.0,40100000,20,0.0,DDoS attacks-LOIC-HTTP
-1,0,0,53,0.0,8,38285,38285,26.11989029646076,28,28,28.0,28.0,28,38285.0,52.23978059292151,112,56.0,0,112.0,84.0,112.0,112,112,112,2352.0,48.49742261192856,38285,8,0.0,Benign
2049,12400000,12400000,80,12400000.0,40,12400000,12395449,0.16134954,0,0,0.0,0.0,0,12400000.0,0.16134954,0,0.0,12400000,0.0,0.0,0.0,0,0,0,0.0,0.0,12400000,20,0.0,DDoS attacks-LOIC-HTTP
8192,343,342,80,171.5,72,1247488,1247899,2.404040712,20,20,6.666666667,6.666666667,20,207983.1667,5.609428327,964,123.0,1,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,1,20,11.54700538,DDoS attacks-LOIC-HTTP
26883,354177,87331,22,16865.5714285714,712,87331,354646,62.0336899331,1928,1928,87.6363636364,87.6363636364,640,8247.5813953488,124.0673798661,976,102.0666666667,216,121.1363636364,104.3863636364,121.1363636364,976,2665,2665,41510.3818181818,203.7409674518,3,32,137.7805520365,SSH-Bruteforce
2053,713,706,80,356.5,60,706,713,4207.5736325386,0,0,0.0,0.0,0,356.5,4207.5736325386,0,0.0,7,0.0,0.0,0.0,0,0,0,0.0,0.0,7,20,0.0,Brute Force -XSS
8192,116323478,10109126,80,7754898.533333334,332,10014680,116323478,0.1375474691360242,445,445,27.812500000000004,27.8125,434,4011154.4137931033,0.2579015046300456,706,37.12903225806451,212,50.428571428571416,38.36666666666667,50.42857142857143,706,706,706,21468.916129032248,146.5227495272739,34,20,108.3175693658851,Benign
26883,0,0,21,0.0,40,30,30,33333.3333333333,0,0,0.0,0.0,0,30.0,66666.6666666667,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,30,40,0.0,FTP-BruteForce
62560,86336693,86336693,1735,86336693.0,40,86336693,86336693,0.0231651217,0,0,0.0,0.0,0,86336693.0,0.0231651217,0,0.0,86336693,0.0,0.0,0.0,0,0,0,0.0,0.0,86336693,20,0.0,Benign
26883,285946,76910,22,13616.4761904762,712,76910,286447,76.8030386075,1944,1944,88.3636363636,88.3636363636,640,6820.1666666667,150.1150300056,976,104.75,142,126.9047619048,107.1860465116,126.9047619048,976,2665,2665,42227.5406976744,205.4934079178,3,32,137.8690011274,SSH-Bruteforce
225,1120,1120,80,1120.0,64,1120,1120,1785.714286,0,0,0.0,0.0,0,1120.0,1785.714286,0,0.0,1120,0.0,0.0,0.0,0,0,0,0.0,0.0,1120,32,0.0,DoS attacks-Hulk
-1,120000000,842023,80,1172.531545,815848,842023,119574767,852.8638822,3263392,3263392,32.0,32.0,32,1172.531545,852.8638822,32,32.0,0,0.0,32.00031378,0.0,0,0,0,0.0,0.0,0,8,0.0,DDOS attack-LOIC-UDP
2052,813,813,8080,813.0,40,813,813,2460.0246,0,0,0.0,0.0,0,813.0,2460.0246,0,0.0,813,0.0,0.0,0.0,0,0,0,0.0,0.0,813,20,0.0,Bot
26883,0,0,21,0.0,40,2,2,500000.0,0,0,0.0,0.0,0,2.0,1000000.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,2,40,0.0,DoS attacks-SlowHTTPTest
62560,86267112,86267112,22618,86267112.0,40,86267112,86267112,0.0231838061,0,0,0.0,0.0,0,86267112.0,0.0231838061,0,0.0,86267112,0.0,0.0,0.0,0,0,0,0.0,0.0,86267112,20,0.0,Benign
32738,1154,1154,80,1154.0,40,1154,1154,1733.102253,0,0,0.0,0.0,0,1154.0,1733.102253,0,0.0,1154,0.0,0.0,0.0,0,0,0,0.0,0.0,1154,20,0.0,DDOS attack-HOIC
8192,1974114,1160157,3389,282016.2857,172,953544,1974114,4.052450872,1144,1144,143.0,143.0,677,141008.1429,7.598345384,1173,170.3125,2,225.8571429,181.6666667,225.8571429,1173,1581,1581,102018.0958,319.4027173,2,20,227.9699228,Infilteration
219,4012376,3961221,56786,1003094.0,168,3961215,4012376,1.246144429,935,935,187.0,187.0,935,573196.5714,1.993831087,935,140.7777778,25,110.6666667,158.375,110.6666667,332,332,332,100760.4444,317.4278571,4,32,418.1447118,Benign
2049,37400000,37400000,80,37400000.0,40,37400000,37376803,0.053509124,0,0,0.0,0.0,0,37400000.0,0.053509124,0,0.0,37400000,0.0,0.0,0.0,0,0,0,0.0,0.0,37400000,20,0.0,DDoS attacks-LOIC-HTTP
-1,120000000,623390,80,873.5404998,1098976,623390,119999132,1144.774947,4395904,4395904,32.0,32.0,32,873.5404998,1144.774947,32,32.0,0,0.0,32.00023294,0.0,0,0,0,0.0,0.0,0,8,0.0,DDOS attack-LOIC-UDP
62559,86297255,86297255,50127,86297255.0,40,86297255,86297255,0.0231757082,0,0,0.0,0.0,0,86297255.0,0.0231757082,0,0.0,86297255,0.0,0.0,0.0,0,0,0,0.0,0.0,86297255,20,0.0,Benign
225,12421,12421,80,12421.0,64,12421,12421,161.0176314,0,0,0.0,0.0,0,12421.0,161.0176314,0,0.0,12421,0.0,0.0,0.0,0,0,0,0.0,0.0,12421,32,0.0,DoS attacks-Hulk
2049,3870646,3870646,80,3870646.0,40,3870646,3870646,0.516709614,0,0,0.0,0.0,0,3870646.0,0.516709614,0,0.0,3870646,0.0,0.0,0.0,0,0,0,0.0,0.0,3870646,20,0.0,DDoS attacks-LOIC-HTTP
32738,1394,1394,80,1394.0,40,1394,1394,1434.72023,0,0,0.0,0.0,0,1394.0,1434.72023,0,0.0,1394,0.0,0.0,0.0,0,0,0,0.0,0.0,1394,20,0.0,DDOS attack-HOIC
946,0,0,52169,0.0,20,37,37,27027.02703,0,0,0.0,0.0,0,37.0,54054.05405,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,37,20,0.0,Infilteration
123,47,47,50928,47.0,40,47,47,42553.19148936171,0,0,0.0,0.0,0,47.0,42553.19148936171,0,0.0,47,0.0,0.0,0.0,0,0,0,0.0,0.0,47,20,0.0,Benign
2049,1048972,1048972,80,1048972.0,40,1048972,1048972,1.906628585,0,0,0.0,0.0,0,1048972.0,1.906628585,0,0.0,1048972,0.0,0.0,0.0,0,0,0,0.0,0.0,1048972,20,0.0,DDoS attacks-LOIC-HTTP
225,2395,2395,80,2395.0,64,2395,2395,835.0730689,0,0,0.0,0.0,0,2395.0,835.0730689,0,0.0,2395,0.0,0.0,0.0,0,0,0,0.0,0.0,2395,32,0.0,DoS attacks-Hulk
-1,120000000,930471,80,1240.884352,771520,930471,119669646,805.8852284,3086080,3086080,32.0,32.0,32,1240.884352,805.8852284,32,32.0,1,0.0,32.00033181,0.0,0,0,0,0.0,0.0,1,8,0.0,DDOS attack-LOIC-UDP
225,7648,7648,80,7648.0,64,7648,7648,261.5062762,0,0,0.0,0.0,0,7648.0,261.5062762,0,0.0,7648,0.0,0.0,0.0,0,0,0,0.0,0.0,7648,32,0.0,DoS attacks-Hulk
64800,25,25,56802,25.0,40,25,25,80000.0,0,0,0.0,0.0,0,25.0,80000.0,0,0.0,25,0.0,0.0,0.0,0,0,0,0.0,0.0,25,20,0.0,Benign
2051,26,26,80,26.0,40,26,26,76923.0769230769,0,0,0.0,0.0,0,26.0,76923.0769230769,0,0.0,26,0.0,0.0,0.0,0,0,0,0.0,0.0,26,20,0.0,SQL Injection
32738,534,534,80,534.0,40,534,534,3745.318352,0,0,0.0,0.0,0,534.0,3745.318352,0,0.0,534,0.0,0.0,0.0,0,0,0,0.0,0.0,534,20,0.0,DDOS attack-HOIC
8192,3773548,1281187,3389,377354.8,232,951712,3773548,2.9150285089788177,1349,1349,122.63636363636364,122.63636363636364,677,198607.7894736842,5.300051834506942,1173,195.3809523809524,4,306.0,205.15,306.0,1173,2754,2754,130533.94761904764,361.29482091367936,4,20,200.990682732943,Benign
32738,2453,2453,80,2453.0,40,2453,2453,815.3281696,0,0,0.0,0.0,0,2453.0,815.3281696,0,0.0,2453,0.0,0.0,0.0,0,0,0,0.0,0.0,2453,20,0.0,DDOS attack-HOIC
-1,120000000,599360,80,773.3718668,1239312,599360,119805356,1293.047366,4957248,4957248,32.0,32.0,32,773.3718668,1293.047366,32,32.0,1,0.0,32.00020657,0.0,0,0,0,0.0,0.0,1,8,0.0,DDOS attack-LOIC-UDP
226,1947542,1947542,80,1947542.0,64,1947542,1947542,1.026935491,0,0,0.0,0.0,0,1947542.0,1.026935491,0,0.0,1947542,0.0,0.0,0.0,0,0,0,0.0,0.0,1947542,32,0.0,DoS attacks-GoldenEye
-1,120000000,644506,80,1092.731518,876880,644506,119773209,915.1462244,3507520,3507520,32.0,32.0,32,1092.731518,915.1462244,32,32.0,1,0.0,32.00029194,0.0,0,0,0,0.0,0.0,1,8,0.0,DDOS attack-LOIC-UDP
26883,0,0,21,0.0,40,17,17,58823.5294117647,0,0,0.0,0.0,0,17.0,117647.058823529,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,17,40,0.0,FTP-BruteForce
221,1834351,1834351,80,1834351.0,64,1834351,1834351,1.0903038731,0,0,0.0,0.0,0,1834351.0,1.0903038731,0,0.0,1834351,0.0,0.0,0.0,0,0,0,0.0,0.0,1834351,32,0.0,DoS attacks-GoldenEye
-1,120000000,829177,80,1249.23932,765744,829177,119573440,800.4954947,3062976,3062976,32.0,32.0,32,1249.23932,800.4954947,32,32.0,0,0.0,32.00033432,0.0,0,0,0,0.0,0.0,0,8,0.0,DDOS attack-LOIC-UDP
8192,62196,61891,80,20732.0,92,5392235,5454431,0.7333487214,97,97,24.25,24.25,97,779204.428571429,1.4666974429,231,36.4444444444,110,57.75,41.0,57.75,231,231,231,6352.0277777778,79.6996096463,40,20,48.5,Benign
32738,5416,5416,80,5416.0,40,5416,5416,369.2762186,0,0,0.0,0.0,0,5416.0,369.2762186,0,0.0,5416,0.0,0.0,0.0,0,0,0,0.0,0.0,5416,20,0.0,DDOS attack-HOIC
-1,0,0,53,0.0,8,995,995,1005.025126,32,32,32.0,32.0,32,995.0,2010.050251,99,54.33333333,0,99.0,81.5,99.0,99,99,99,1496.333333,38.68246804,995,8,0.0,Infilteration
-1,25828,25828,53,25828.0,16,25526,26164,76.44091118,102,102,51.0,51.0,51,8721.333333,152.8818224,67,57.4,25828,67.0,71.75,67.0,67,134,134,76.8,8.76356092,302,8,0.0,Infilteration
2052,506,506,8080,506.0,40,506,506,3952.56917,0,0,0.0,0.0,0,506.0,3952.56917,0,0.0,506,0.0,0.0,0.0,0,0,0,0.0,0.0,506,20,0.0,Bot
